iter	Quantile:alpha=0.5
123	0.4320513803
124	0.4319139845
125	0.4317687527
126	0.4315485452
127	0.4309961294
128	0.4308820791
129	0.4307491662
130	0.4305458056
131	0.4302743981
132	0.4302071383
133	0.4300248839
134	0.4297940937
135	0.4295506755
136	0.429274584
137	0.4290855089
138	0.428609618
139	0.4284268581
140	0.4282936655
141	0.4281071154
142	0.4278174422
143	0.4274465207
144	0.4271324649
145	0.4268887325
146	0.4266794101
147	0.4265470004
148	0.4264126794
149	0.4262762054
150	0.4260996712
151	0.4258531969
152	0.4256816199
153	0.4255844746
154	0.4254557256
155	0.4251967358
156	0.425018779
157	0.4246367932
158	0.42444786
159	0.4242983767
160	0.4241385574
161	0.4239243457
162	0.4237998261
163	0.4234400026
164	0.4232244445
165	0.4230400294
166	0.4227637875
167	0.422625967
168	0.4223528876
169	0.4222288148
170	0.4220868031
171	0.4217613584
172	0.4216197521
173	0.4214036929
174	0.4211389501
175	0.4208511434
176	0.4207707364
177	0.4206374546
178	0.4202804516
179	0.4199833882
180	0.4197676992
181	0.4195113934
182	0.4194674568
183	0.4193455823
184	0.4190361389
185	0.418995066
186	0.4189353145
187	0.4186608664
188	0.4183877761
189	0.4181108238
190	0.4178443593
191	0.4177849111
192	0.4176685416
193	0.4174715389
194	0.4172665332
195	0.4169804759
196	0.4168663883
197	0.4166438344
198	0.4166057521
199	0.4164857613
200	0.4164294462
201	0.4162302847
202	0.416131217
203	0.4160205709
204	0.4157901849
205	0.415597281
206	0.4152970921
207	0.4151140298
208	0.4149592475
209	0.4147879069
210	0.4145451294
211	0.4143617185
212	0.4142840126
213	0.4140820454
214	0.4139192238
215	0.413705431
216	0.4134915605
217	0.4130906797
218	0.4129111073
219	0.4127704847
220	0.412650561
221	0.4125459235
222	0.4124259786
223	0.4121256081
224	0.4120056006
225	0.4116134978
226	0.4114918158
227	0.4113601399
228	0.4111179459
229	0.4107552546
230	0.4106136364
231	0.4105090206
232	0.4101673622
233	0.4099687762
234	0.4098432985
235	0.4096337114
236	0.409466845
237	0.4093530415
238	0.4091668553
239	0.4089402834
240	0.4086651422
241	0.4085756844
242	0.4084368036
243	0.4082420416
244	0.4078833302
245	0.4076348406
246	0.4075160129
247	0.407398404
248	0.4072749128
249	0.407127986
250	0.4069155398
251	0.4065534676
252	0.4064461087
253	0.4062519528
254	0.4060585792
255	0.4058982916
256	0.405782705
257	0.405682247
258	0.4053511235
259	0.405191068
260	0.404912293
261	0.4047904132
262	0.4045555979
263	0.4041989396
264	0.4040588101
265	0.4039589022
266	0.4037637448
267	0.4036005873
268	0.403343241
269	0.4031379181
270	0.4029288848
271	0.4027990794
272	0.40271493
273	0.4026030598
274	0.4025200666
275	0.4023546795
276	0.4022053983
277	0.402076566
278	0.4019395008
279	0.4017702125
280	0.4015896401
281	0.4013701967
282	0.401053759
283	0.4008609304
284	0.4006884498
285	0.4005559397
286	0.400385755
287	0.4002980818
288	0.4002141796
289	0.4000260041
290	0.399812973
291	0.3996906251
292	0.3995093983
293	0.3991292748
294	0.399039636
295	0.3989637355
296	0.3988050553
297	0.398647274
298	0.3984102565
299	0.3982905587
300	0.3981738446
301	0.3979756012
302	0.3978863576
303	0.3977600329
304	0.3974515176
305	0.3972566373
306	0.396977352
307	0.3966889481
308	0.396571374
309	0.3964306903
310	0.3960295575
311	0.39595508
312	0.3958337894
313	0.3956360765
314	0.3954230057
315	0.3953781762
316	0.3951737383
317	0.3950747192
318	0.3949885605
319	0.3948997915
320	0.3947563807
321	0.3946063529
322	0.3944675525
323	0.3941235875
324	0.3940272946
325	0.3940163119
326	0.393951054
327	0.3938735706
328	0.393615609
329	0.3934570326
330	0.393202404
331	0.3931478183
332	0.3928586068
333	0.3926436865
334	0.3925852615
335	0.392312462
336	0.3922606824
337	0.3921785022
338	0.3920877349
339	0.3919360616
340	0.3917789785
341	0.3914507154
342	0.3911569973
343	0.3909763179
344	0.3908576384
345	0.3908173212
346	0.3907229487
347	0.3904967795
348	0.3902755538
349	0.3900441761
350	0.3898479619
351	0.3896663614
352	0.389547127
353	0.3893854211
354	0.3891883469
355	0.3889710704
356	0.3887002178
357	0.388420645
358	0.3882040875
359	0.3878923006
360	0.3878545923
361	0.387677469
362	0.3874733606
363	0.3873083132
364	0.3871730814
365	0.3870562594
366	0.3869219546
367	0.3867282361
368	0.3866002587
369	0.3863629216
370	0.3861881922
371	0.3860632103
372	0.3859382326
373	0.3857255729
374	0.3856116676
375	0.3854101493
376	0.3853208887
377	0.3851260171
378	0.385076683
379	0.3849027063
380	0.3847302307
381	0.3846755908
382	0.3845299392
383	0.3844221041
384	0.3842605212
385	0.3840861166
386	0.384015472
387	0.3838477074
388	0.3836813155
389	0.3836059107
390	0.3835112546
391	0.3832620346
392	0.3831009868
393	0.3830370824
394	0.3829354642
395	0.3827501113
396	0.3826687449
397	0.3824417953
398	0.3823712451
399	0.3820747954
400	0.381739215
401	0.3815386376
402	0.3813864987
403	0.3813130364
404	0.3812812221
405	0.3811193201
406	0.3810569105
407	0.3809739096
408	0.3807852834
409	0.3805820002
410	0.3804888356
411	0.380391299
412	0.3802524243
413	0.3800815953
414	0.3800087243
415	0.3799088808
416	0.3798275588
417	0.3797759917
418	0.3797304073
419	0.3795105283
420	0.3794926383
421	0.3794391293
422	0.3792933987
423	0.3791600585
424	0.3790896747
425	0.3789084989
426	0.3787248349
427	0.3785149539
428	0.3783983164
429	0.3782984625
430	0.3781585219
431	0.3780965275
432	0.3779869858
433	0.3779037248
434	0.3777830995
435	0.3777115946
436	0.377589095
437	0.3775007195
438	0.3773593703
439	0.3772890808
440	0.3771628429
441	0.3770262024
442	0.3769166206
443	0.3767520254
444	0.3766482669
445	0.3764690167
446	0.376319391
447	0.3760830935
448	0.3759777914
449	0.3757692906
450	0.3756604871
451	0.3755785626
452	0.375363216
453	0.3752631707
454	0.3750556582
455	0.3749855737
456	0.3747774158
457	0.3746491345
458	0.3744966096
459	0.3742428086
460	0.3741493062
461	0.3739525845
462	0.373817195
463	0.3737063673
464	0.3735925548
465	0.3735653565
466	0.3734496939
467	0.3732911758
468	0.3731322417
469	0.3730162769
470	0.3729692278
471	0.3729106747
472	0.3728396051
473	0.3727705998
474	0.3726915487
475	0.3725533457
476	0.3724605582
477	0.3722822856
478	0.3721731765
479	0.3720455665
480	0.3718806259
481	0.3716852379
482	0.3716218302
483	0.3715570212
484	0.3715035088
485	0.3714461452
486	0.3713875755
487	0.3713108698
488	0.3711572816
489	0.3710535677
490	0.3709245704
491	0.370819012
492	0.3706535292
493	0.3705086428
494	0.3703795468
495	0.370310641
496	0.3702456694
497	0.3701171571
498	0.3700047142
499	0.3699469679
500	0.3698587819
501	0.3698045171
502	0.3697346954
503	0.3696728133
504	0.3695062985
505	0.3694248709
506	0.3693182458
507	0.3691009728
508	0.3690399821
509	0.3690002973
510	0.3689591359
511	0.3689133658
512	0.368837851
513	0.3686703734
514	0.3686308388
515	0.368574925
516	0.3685279983
517	0.3684612147
518	0.368265682
519	0.3681475921
520	0.3679774792
521	0.3678163175
522	0.3677272257
523	0.3676224976
524	0.3675106068
525	0.3673929375
526	0.3673455266
527	0.3671672553
528	0.3670846084
529	0.3670173774
530	0.3669434081
531	0.366787757
532	0.3666387666
533	0.3663937494
534	0.3662332134
535	0.3661936272
536	0.3661312392
537	0.3660453613
538	0.3659711364
539	0.3658760329
540	0.365822268
541	0.3656876171
542	0.3655856063
543	0.3654505726
544	0.3653463312
545	0.3652231116
546	0.3650135826
547	0.3649196715
548	0.3647558869
549	0.3646529017
550	0.3645595891
551	0.3645160664
552	0.364336605
553	0.3642366351
554	0.3641690191
555	0.3639495492
556	0.3638992486
557	0.3638520949
558	0.3637831339
559	0.3637157064
560	0.3636202807
561	0.3634825529
562	0.3634009914
563	0.3633078591
564	0.363238992
565	0.3631954532
566	0.3631435566
567	0.362960117
568	0.3628732701
569	0.3627024069
570	0.3626382755
571	0.3625866441
572	0.3624829409
573	0.3624118557
574	0.3623180119
575	0.3622660571
576	0.3622344081
577	0.3621605421
578	0.3621004496
579	0.362020775
580	0.3619922024
581	0.3618585449
582	0.3617963298
583	0.3616828786
584	0.3616004306
585	0.361563635
586	0.3614698257
587	0.361388446
588	0.3613295679
589	0.3612518278
590	0.3612082404
591	0.3611180946
592	0.361015509
593	0.3609944893
594	0.3609150771
595	0.3608764647
596	0.3607811826
597	0.360670548
598	0.3605444293
599	0.3604783433
600	0.3604341271
601	0.3603452429
602	0.3602851996
603	0.3601961612
604	0.3601311951
605	0.3600526278
606	0.3600116286
607	0.3598759681
608	0.3597946192
609	0.3597364331
610	0.3597051999
611	0.3595954095
612	0.3595480917
613	0.3594019806
614	0.3593291464
615	0.3592957827
616	0.3592450703
617	0.3591635559
618	0.3590747806
619	0.3590252228
620	0.3589219896
621	0.3588817641
622	0.358825419
623	0.3587634866
624	0.3586637128
625	0.3585518727
626	0.3584741226
627	0.3584289054
628	0.3583338634
629	0.3582776737
630	0.3581799723
631	0.3580650255
632	0.3580301262
633	0.3578984826
634	0.3578539997
635	0.3577739837
636	0.3577237006
637	0.3575778823
638	0.3575272635
639	0.3574570478
640	0.3573884661
641	0.3572811807
642	0.3571854716
643	0.3571444677
644	0.3570786718
645	0.3570185309
646	0.3568465766
647	0.3567743558
648	0.3567116321
649	0.3566593914
650	0.3566270416
651	0.3565126034
652	0.3564074812
653	0.3563101066
654	0.3562334044
655	0.3560973209
656	0.355998082
657	0.3558820199
658	0.3558324358
659	0.3557069835
660	0.3556676509
661	0.3555952133
662	0.3555336144
663	0.3554027297
664	0.3553231705
665	0.3552895031
666	0.3552446551
667	0.3551715054
668	0.3550649559
669	0.3550140223
670	0.3549144106
671	0.354854116
672	0.3547931372
673	0.3547236288
674	0.354616214
675	0.3544982814
676	0.3543698494
677	0.3542674437
678	0.3542057236
679	0.3540290828
680	0.3539944884
681	0.3539728433
682	0.3539252211
683	0.3538808961
684	0.3537824867
685	0.3537095707
686	0.353674633
687	0.3536223286
688	0.3534806927
689	0.3534300063
690	0.3534161637
691	0.3533582884
692	0.3532956364
693	0.3532082213
694	0.353121225
695	0.3530733215
696	0.3530284253
697	0.3529506489
698	0.3528817818
699	0.3528320026
700	0.3527771712
701	0.352739193
702	0.3527000008
703	0.352571412
704	0.3524874273
705	0.3524130885
706	0.3523537971
707	0.3522995012
708	0.3522402647
709	0.3521748809
710	0.3520500982
711	0.3519686558
712	0.3519095744
713	0.3518893914
714	0.3518746583
715	0.3518094933
716	0.3516656113
717	0.3515510083
718	0.3514763084
719	0.3514210666
720	0.3513094823
721	0.3512529245
722	0.3512216597
723	0.3511353352
724	0.3510578376
725	0.3510214232
726	0.350975336
727	0.3508838118
728	0.3508075239
729	0.3507743061
730	0.3507290831
731	0.3506973694
732	0.3505846423
733	0.350520887
734	0.3504721621
735	0.3504084265
736	0.3503731879
737	0.3503569164
738	0.3502075619
739	0.3501753633
740	0.3500748259
741	0.3499925343
742	0.3498898617
743	0.349844259
744	0.3497793344
745	0.349720152
746	0.3496746549
747	0.3496367374
748	0.3495879588
749	0.3495278246
750	0.349473054
751	0.3493894659
752	0.3493379979
753	0.349230249
754	0.3491547454
755	0.3490862442
756	0.3490079898
757	0.3489491055
758	0.3489204222
759	0.3488661859
760	0.3488126144
761	0.3487668086
762	0.3487370702
763	0.3486812849
764	0.3486539863
765	0.3486099446
766	0.348605682
767	0.3485694543
768	0.3485303553
769	0.3485013237
770	0.3484625615
771	0.3483345436
772	0.3483007815
773	0.3482449916
774	0.348212062
775	0.3481799939
776	0.3480400809
777	0.3480116773
778	0.3480010652
779	0.3479572725
780	0.3478674899
781	0.3476602715
782	0.3475876222
783	0.3475444349
784	0.3475084227
785	0.3473733778
786	0.347336923
787	0.3472944692
788	0.3472579447
789	0.3471403367
790	0.3470395016
791	0.3470093216
792	0.3468821675
793	0.3468019808
794	0.3467727476
795	0.3467152455
796	0.3466715705
797	0.3466197789
798	0.3465324324
799	0.3464842309
800	0.3463827435
801	0.3463007335
802	0.3462607518
803	0.3462188787
804	0.3461565525
805	0.3460723157
806	0.3460052817
807	0.3459737344
808	0.3458997053
809	0.3458430398
810	0.345754905
811	0.3457192106
812	0.3456946148
813	0.3456651477
814	0.3456315442
815	0.3455753611
816	0.3455149202
817	0.3454587745
818	0.3454351221
819	0.3453959961
820	0.3453218526
821	0.3452819286
822	0.3452125449
823	0.3451286105
824	0.3450805432
825	0.3449800748
826	0.3449603479
827	0.3449100736
828	0.3448423246
829	0.3448125881
830	0.3447453932
831	0.34464972
832	0.3445637838
833	0.3445236822
834	0.3444297304
835	0.3443988116
836	0.3443552717
837	0.3442974371
838	0.3442269673
839	0.3441275111
840	0.3441039608
841	0.3440040727
842	0.3438700327
843	0.3438294523
844	0.3437822724
845	0.343716991
846	0.3436162913
847	0.3435633854
848	0.3435297408
849	0.3433698031
850	0.3433237764
851	0.3432410573
852	0.3431397285
853	0.3430559848
854	0.3430010427
855	0.3429589434
856	0.3429374541
857	0.3428799343
858	0.3428302249
859	0.3426223742
860	0.342567434
861	0.3425215399
862	0.3423200749
863	0.34228003
864	0.3422623799
865	0.3422242095
866	0.3422063309
867	0.3420920437
868	0.341993895
869	0.3419765001
870	0.3419558094
871	0.3419001929
872	0.341831458
873	0.3417810553
874	0.3417449302
875	0.341612288
876	0.3415465658
877	0.3414792611
878	0.3414513431
879	0.3414074818
880	0.3413801102
881	0.3413120813
882	0.341270121
883	0.3412042671
