iter	Passed	Remaining
1676	14983	11820
1677	14991	11811
1678	14999	11801
1679	15008	11792
1680	15015	11782
1681	15024	11773
1682	15035	11765
1683	15042	11755
1684	15050	11745
1685	15057	11735
1686	15065	11725
1687	15073	11715
1688	15081	11706
1689	15090	11697
1690	15101	11689
1691	15109	11680
1692	15119	11672
1693	15129	11663
1694	15141	11657
1695	15152	11650
1696	15162	11641
1697	15173	11634
1698	15183	11626
1699	15193	11618
1700	15202	11609
1701	15211	11601
1702	15220	11591
1703	15231	11584
1704	15240	11575
1705	15251	11568
1706	15260	11559
1707	15269	11550
1708	15281	11544
1709	15291	11535
1710	15300	11526
1711	15312	11520
1712	15324	11513
1713	15333	11504
1714	15345	11497
1715	15353	11488
1716	15362	11479
1717	15375	11473
1718	15384	11464
1719	15394	11456
1720	15407	11450
1721	15415	11441
1722	15426	11433
1723	15434	11423
1724	15445	11416
1725	15455	11408
1726	15465	11399
1727	15476	11392
1728	15486	11384
1729	15494	11374
1730	15503	11365
1731	15510	11355
1732	15520	11346
1733	15527	11337
1734	15536	11327
1735	15543	11317
1736	15553	11309
1737	15561	11299
1738	15570	11290
1739	15578	11281
1740	15586	11271
1741	15594	11261
1742	15602	11252
1743	15611	11243
1744	15621	11235
1745	15629	11225
1746	15636	11215
1747	15644	11205
1748	15652	11195
1749	15659	11185
1750	15669	11177
1751	15679	11168
1752	15689	11160
1753	15697	11151
1754	15705	11141
1755	15713	11131
1756	15720	11121
1757	15729	11112
1758	15736	11102
1759	15745	11093
1760	15752	11083
1761	15761	11074
1762	15770	11065
1763	15779	11056
1764	15785	11045
1765	15794	11036
1766	15801	11026
1767	15812	11018
1768	15820	11009
1769	15829	11000
1770	15838	10991
1771	15847	10982
1772	15855	10972
1773	15864	10963
1774	15872	10954
1775	15881	10945
1776	15892	10937
1777	15902	10929
1778	15911	10920
1779	15922	10912
1780	15930	10903
1781	15940	10895
1782	15950	10887
1783	15962	10879
1784	15975	10873
1785	15983	10864
1786	15993	10856
1787	16002	10847
1788	16011	10838
1789	16023	10831
1790	16034	10823
1791	16044	10815
1792	16053	10806
1793	16062	10797
1794	16073	10790
1795	16082	10781
1796	16090	10771
1797	16099	10762
1798	16108	10753
1799	16120	10746
1800	16128	10737
1801	16137	10728
1802	16145	10718
1803	16154	10710
1804	16164	10701
1805	16172	10691
1806	16184	10685
1807	16193	10676
1808	16202	10667
1809	16211	10658
1810	16219	10648
1811	16230	10640
1812	16238	10631
1813	16248	10623
1814	16258	10615
1815	16268	10606
1816	16278	10598
1817	16287	10589
1818	16297	10581
1819	16306	10572
1820	16314	10563
1821	16323	10553
1822	16333	10545
1823	16344	10537
1824	16353	10529
1825	16365	10521
1826	16375	10513
1827	16384	10504
1828	16396	10497
1829	16405	10488
1830	16416	10481
1831	16425	10472
1832	16435	10464
1833	16447	10456
1834	16458	10449
1835	16467	10440
1836	16491	10440
1837	16501	10432
1838	16509	10422
1839	16520	10414
1840	16527	10405
1841	16538	10397
1842	16548	10388
1843	16556	10379
1844	16569	10372
1845	16578	10364
1846	16588	10355
1847	16597	10346
1848	16607	10338
1849	16617	10329
1850	16630	10323
1851	16641	10315
1852	16650	10306
1853	16658	10297
1854	16672	10290
1855	16685	10284
1856	16698	10278
1857	16709	10270
1858	16720	10262
1859	16731	10254
1860	16739	10245
1861	16752	10238
1862	16766	10232
1863	16776	10224
1864	16784	10214
1865	16794	10206
1866	16804	10197
1867	16813	10189
1868	16826	10182
1869	16837	10174
1870	16847	10165
1871	16857	10157
1872	16872	10152
1873	16889	10148
1874	16899	10139
1875	16913	10133
1876	16929	10128
1877	16941	10121
1878	16951	10112
1879	16965	10107
1880	16977	10100
1881	16987	10091
1882	16995	10081
1883	17007	10074
1884	17016	10065
1885	17027	10057
1886	17040	10050
1887	17052	10043
1888	17066	10037
1889	17074	10028
1890	17087	10021
1891	17095	10011
1892	17108	10004
1893	17119	9997
1894	17132	9990
1895	17142	9981
1896	17153	9973
1897	17165	9966
1898	17174	9957
1899	17186	9950
1900	17196	9941
1901	17207	9933
1902	17221	9927
1903	17231	9918
1904	17239	9909
1905	17250	9901
1906	17262	9893
1907	17271	9885
1908	17283	9877
1909	17293	9868
1910	17303	9860
1911	17314	9852
1912	17323	9843
1913	17332	9834
1914	17343	9826
1915	17352	9817
1916	17362	9809
1917	17371	9799
1918	17379	9789
1919	17387	9780
1920	17394	9770
1921	17403	9761
1922	17411	9751
1923	17421	9742
1924	17430	9733
1925	17440	9725
1926	17447	9715
1927	17457	9706
1928	17464	9696
1929	17473	9687
1930	17481	9677
1931	17490	9668
1932	17502	9660
1933	17509	9651
1934	17518	9641
1935	17525	9632
1936	17535	9623
1937	17542	9613
1938	17553	9605
1939	17562	9596
1940	17570	9586
1941	17578	9576
1942	17586	9567
1943	17595	9557
1944	17603	9548
1945	17612	9539
1946	17621	9530
1947	17631	9521
1948	17639	9511
1949	17648	9502
1950	17655	9493
1951	17665	9484
1952	17673	9474
1953	17682	9465
1954	17690	9456
1955	17700	9447
1956	17708	9437
1957	17716	9428
1958	17725	9419
1959	17733	9409
1960	17742	9400
1961	17751	9391
1962	17764	9384
1963	17772	9375
1964	17781	9365
1965	17789	9355
1966	17797	9346
1967	17805	9337
1968	17813	9327
1969	17821	9317
1970	17829	9308
1971	17838	9299
1972	17846	9289
1973	17854	9280
1974	17861	9270
1975	17869	9260
1976	17878	9251
1977	17886	9241
1978	17894	9232
1979	17903	9222
1980	17910	9212
1981	17920	9204
1982	17928	9194
1983	17937	9185
1984	17944	9175
1985	17953	9166
1986	17960	9156
1987	17969	9147
1988	17976	9137
1989	17985	9128
1990	17993	9118
1991	18002	9109
1992	18010	9100
1993	18018	9090
1994	18026	9080
1995	18034	9071
1996	18042	9061
1997	18050	9052
1998	18059	9043
1999	18067	9033
2000	18075	9024
2001	18083	9014
2002	18091	9004
2003	18100	8995
2004	18108	8986
2005	18116	8977
2006	18124	8967
2007	18132	8957
2008	18140	8948
2009	18148	8938
2010	18157	8929
2011	18166	8920
2012	18174	8911
2013	18183	8901
2014	18192	8893
2015	18200	8883
2016	18207	8873
2017	18216	8864
2018	18223	8854
2019	18231	8844
2020	18239	8835
2021	18247	8825
2022	18256	8817
2023	18264	8807
2024	18272	8797
2025	18279	8788
2026	18287	8778
2027	18294	8768
2028	18304	8759
2029	18312	8750
2030	18320	8740
2031	18328	8731
2032	18337	8722
2033	18345	8712
2034	18353	8703
2035	18361	8693
2036	18371	8685
2037	18381	8676
2038	18394	8669
2039	18406	8661
2040	18415	8652
2041	18425	8644
2042	18434	8635
2043	18444	8626
2044	18454	8618
2045	18462	8608
2046	18473	8600
2047	18485	8592
2048	18497	8585
2049	18507	8576
2050	18519	8568
2051	18528	8560
2052	18540	8552
2053	18551	8544
2054	18559	8534
2055	18571	8527
2056	18587	8521
2057	18597	8512
2058	18607	8504
2059	18617	8495
2060	18629	8487
2061	18639	8478
2062	18649	8470
2063	18660	8462
2064	18669	8453
2065	18681	8445
2066	18688	8435
2067	18702	8428
2068	18713	8420
2069	18721	8411
2070	18733	8403
2071	18744	8395
2072	18753	8385
2073	18764	8377
2074	18774	8369
2075	18782	8359
2076	18793	8351
2077	18802	8342
2078	18810	8333
2079	18819	8323
2080	18828	8314
2081	18837	8305
2082	18846	8296
2083	18859	8289
2084	18869	8280
2085	18881	8272
2086	18892	8264
2087	18901	8255
2088	18909	8246
2089	18919	8237
2090	18928	8228
2091	18937	8219
2092	18945	8209
2093	18955	8201
2094	18963	8191
2095	18971	8182
2096	18981	8173
2097	18991	8164
2098	19000	8155
2099	19008	8146
2100	19016	8137
2101	19024	8127
2102	19033	8118
2103	19040	8108
2104	19049	8099
2105	19057	8090
2106	19067	8081
2107	19076	8072
2108	19084	8062
2109	19092	8053
2110	19100	8043
2111	19107	8034
2112	19115	8024
2113	19122	8014
2114	19131	8005
2115	19141	7996
2116	19148	7986
2117	19156	7977
2118	19164	7967
2119	19173	7958
2120	19180	7949
2121	19189	7939
2122	19197	7930
2123	19208	7921
2124	19214	7912
2125	19223	7902
2126	19232	7893
2127	19240	7884
2128	19248	7874
2129	19257	7865
2130	19265	7856
2131	19274	7847
2132	19282	7837
2133	19290	7828
2134	19298	7818
2135	19306	7809
2136	19313	7799
2137	19322	7790
2138	19330	7781
2139	19338	7771
2140	19346	7762
2141	19355	7752
2142	19362	7743
2143	19372	7734
2144	19425	7743
2145	19434	7734
2146	19444	7725
2147	19459	7718
2148	19468	7709
2149	19476	7699
2150	19484	7690
2151	19494	7681
2152	19502	7672
2153	19511	7663
2154	19518	7653
2155	19526	7644
2156	19534	7634
2157	19542	7625
2158	19550	7615
2159	19557	7605
2160	19565	7596
2161	19574	7587
2162	19582	7577
2163	19589	7567
2164	19597	7558
2165	19605	7548
2166	19613	7539
2167	19621	7529
2168	19628	7520
2169	19636	7510
2170	19645	7501
2171	19652	7491
2172	19661	7482
2173	19668	7473
2174	19676	7463
2175	19683	7453
2176	19692	7444
2177	19700	7435
2178	19708	7425
2179	19716	7416
2180	19725	7407
2181	19733	7397
2182	19741	7388
2183	19748	7378
2184	19757	7369
2185	19765	7360
2186	19773	7350
2187	19781	7341
2188	19790	7332
2189	19799	7323
2190	19808	7314
2191	19817	7304
2192	19824	7295
2193	19832	7285
2194	19840	7276
2195	19849	7267
2196	19858	7258
2197	19866	7248
2198	19873	7239
2199	19881	7229
2200	19889	7220
2201	19897	7210
2202	19905	7201
2203	19914	7192
2204	19924	7183
2205	19933	7174
2206	19940	7164
2207	19949	7155
2208	19957	7146
2209	19965	7136
2210	19974	7127
2211	19982	7118
2212	19990	7109
2213	19998	7099
2214	20005	7090
2215	20013	7080
2216	20022	7071
2217	20030	7062
2218	20038	7052
2219	20046	7043
2220	20054	7034
2221	20064	7025
2222	20072	7016
2223	20081	7006
2224	20091	6997
2225	20100	6988
2226	20109	6980
2227	20122	6972
2228	20132	6963
2229	20141	6954
2230	20152	6946
2231	20160	6937
2232	20171	6928
2233	20179	6919
2234	20189	6910
2235	20203	6903
2236	20214	6894
2237	20223	6885
2238	20232	6876
2239	20240	6867
2240	20250	6858
2241	20259	6849
2242	20269	6840
2243	20278	6831
2244	20288	6823
2245	20298	6814
2246	20307	6805
2247	20317	6796
2248	20327	6787
2249	20335	6778
2250	20344	6769
2251	20353	6760
2252	20365	6752
2253	20374	6743
2254	20382	6733
2255	20391	6724
2256	20399	6715
2257	20408	6706
2258	20417	6697
2259	20428	6689
2260	20438	6680
2261	20447	6671
2262	20456	6662
2263	20465	6653
2264	20475	6644
2265	20484	6635
2266	20495	6626
2267	20505	6618
2268	20514	6609
2269	20525	6600
2270	20535	6591
2271	20543	6582
2272	20553	6573
2273	20562	6564
2274	20572	6556
2275	20580	6546
2276	20591	6538
2277	20601	6529
2278	20612	6520
2279	20626	6513
2280	20636	6504
2281	20646	6496
2282	20655	6487
2283	20665	6478
2284	20675	6469
2285	20684	6460
2286	20696	6452
2287	20706	6443
2288	20718	6435
2289	20727	6426
2290	20738	6417
2291	20747	6408
2292	20757	6400
2293	20767	6391
2294	20775	6382
2295	20786	6373
2296	20795	6364
2297	20805	6355
2298	20815	6346
2299	20825	6338
2300	20835	6329
2301	20846	6320
2302	20855	6311
2303	20864	6302
2304	20872	6293
2305	20881	6284
2306	20891	6275
2307	20900	6266
2308	20908	6257
2309	20916	6247
2310	20923	6238
2311	20931	6228
2312	20938	6219
2313	20947	6210
2314	20956	6201
2315	20964	6191
2316	20971	6181
2317	20979	6172
2318	20987	6163
2319	20996	6154
2320	21004	6144
2321	21013	6135
2322	21022	6126
2323	21030	6117
2324	21039	6108
2325	21049	6099
2326	21058	6090
2327	21065	6080
2328	21073	6071
2329	21081	6062
2330	21107	6057
2331	21115	6048
2332	21124	6039
2333	21132	6029
2334	21140	6020
2335	21149	6011
2336	21158	6002
2337	21165	5993
2338	21173	5983
2339	21181	5974
2340	21188	5964
2341	21197	5955
2342	21207	5946
2343	21216	5937
2344	21223	5928
2345	21231	5918
2346	21238	5909
2347	21246	5899
2348	21254	5890
2349	21263	5881
2350	21271	5872
2351	21279	5862
2352	21286	5853
2353	21294	5843
2354	21301	5834
2355	21309	5824
2356	21316	5815
2357	21324	5806
2358	21332	5796
2359	21340	5787
2360	21348	5778
2361	21356	5768
2362	21364	5759
2363	21372	5749
2364	21379	5740
2365	21387	5730
2366	21394	5721
2367	21401	5712
2368	21409	5702
2369	21419	5693
2370	21427	5684
2371	21436	5675
2372	21453	5668
2373	21462	5659
2374	21473	5650
2375	21482	5641
2376	21491	5632
2377	21500	5623
2378	21511	5615
2379	21521	5606
2380	21530	5597
2381	21540	5588
2382	21552	5580
2383	21561	5571
2384	21571	5562
2385	21580	5553
2386	21589	5544
2387	21596	5534
2388	21605	5525
2389	21615	5516
2390	21624	5507
2391	21634	5499
2392	21642	5489
2393	21651	5480
2394	21659	5471
2395	21667	5461
2396	21674	5452
2397	21683	5443
2398	21690	5433
2399	21701	5425
2400	21709	5416
2401	21717	5406
2402	21725	5397
2403	21733	5388
2404	21740	5378
2405	21749	5369
2406	21757	5360
2407	21765	5351
2408	21774	5341
2409	21782	5332
2410	21791	5323
2411	21797	5313
2412	21805	5304
2413	21814	5295
2414	21821	5285
2415	21829	5276
2416	21838	5267
2417	21848	5258
2418	21859	5250
2419	21867	5240
2420	21875	5231
2421	21882	5222
2422	21890	5212
2423	21899	5203
2424	21910	5195
2425	21921	5186
2426	21929	5177
2427	21939	5168
2428	21947	5159
2429	21957	5150
2430	21965	5141
2431	21974	5132
2432	21983	5123
2433	21994	5114
2434	22004	5105
2435	22012	5096
2436	22021	5087
2437	22029	5078
2438	22039	5069
2439	22047	5060
2440	22056	5051
2441	22068	5042
2442	22076	5033
2443	22086	5024
2444	22093	5015
2445	22102	5006
2446	22111	4997
2447	22120	4987
2448	22128	4978
2449	22136	4969
2450	22144	4960
2451	22152	4950
2452	22162	4941
2453	22170	4932
2454	22178	4923
2455	22187	4914
2456	22198	4905
2457	22207	4896
2458	22216	4887
2459	22224	4878
2460	22233	4869
2461	22242	4860
2462	22251	4851
2463	22263	4843
2464	22275	4834
2465	22283	4825
2466	22292	4816
2467	22301	4807
2468	22310	4798
2469	22317	4788
2470	22325	4779
2471	22333	4770
2472	22344	4761
2473	22352	4752
2474	22361	4743
2475	22369	4734
2476	22377	4724
2477	22385	4715
2478	22394	4706
2479	22403	4697
2480	22414	4688
2481	22423	4679
2482	22431	4670
2483	22439	4661
2484	22447	4652
2485	22456	4643
2486	22465	4634
2487	22473	4624
2488	22483	4615
2489	22493	4607
2490	22503	4598
2491	22510	4588
2492	22519	4579
2493	22528	4570
2494	22536	4561
2495	22545	4552
2496	22554	4543
2497	22563	4534
2498	22570	4525
2499	22579	4515
2500	22587	4506
2501	22595	4497
2502	22603	4488
2503	22612	4479
2504	22620	4469
2505	22628	4460
2506	22636	4451
2507	22644	4442
2508	22652	4432
2509	22662	4424
2510	22670	4414
2511	22678	4405
2512	22687	4396
2513	22698	4388
2514	22708	4379
2515	22717	4370
2516	22726	4361
2517	22735	4352
2518	22744	4343
2519	22754	4334
2520	22762	4324
2521	22771	4315
2522	22779	4306
2523	22789	4297
2524	22800	4289
2525	22808	4280
2526	22818	4271
2527	22831	4262
2528	22840	4253
2529	22849	4244
2530	22856	4235
2531	22866	4226
2532	22873	4217
2533	22884	4208
2534	22893	4199
2535	22901	4190
2536	22910	4181
2537	22918	4171
2538	22928	4163
2539	22936	4153
2540	22946	4145
2541	22955	4135
2542	22964	4126
2543	22972	4117
2544	22983	4108
2545	22992	4099
2546	23000	4090
2547	23009	4081
2548	23019	4072
2549	23030	4064
2550	23039	4055
2551	23047	4045
2552	23056	4037
2553	23065	4027
2554	23074	4018
2555	23082	4009
2556	23092	4000
2557	23100	3991
2558	23110	3982
2559	23118	3973
2560	23127	3964
2561	23136	3955
2562	23145	3946
2563	23155	3937
2564	23164	3928
2565	23174	3919
2566	23183	3910
2567	23192	3901
2568	23201	3892
2569	23210	3883
2570	23220	3874
2571	23229	3865
2572	23238	3856
2573	23246	3847
2574	23255	3838
2575	23263	3829
2576	23273	3820
2577	23285	3811
2578	23293	3802
2579	23303	3793
2580	23311	3784
2581	23320	3775
2582	23330	3766
2583	23338	3757
2584	23348	3748
2585	23357	3739
2586	23366	3730
2587	23375	3721
2588	23386	3712
2589	23399	3704
2590	23412	3695
2591	23423	3686
2592	23434	3678
2593	23446	3669
2594	23458	3661
2595	23468	3652
2596	23479	3643
2597	23489	3634
2598	23499	3625
2599	23508	3616
2600	23519	3607
2601	23530	3599
2602	23540	3590
2603	23550	3581
2604	23560	3572
2605	23569	3563
2606	23579	3554
2607	23590	3545
2608	23598	3536
2609	23608	3527
2610	23616	3518
2611	23624	3509
2612	23633	3500
2613	23643	3491
2614	23651	3482
2615	23660	3473
2616	23670	3464
2617	23678	3454
2618	23687	3445
2619	23695	3436
2620	23705	3427
2621	23714	3418
2622	23723	3409
2623	23731	3400
2624	23740	3391
2625	23748	3382
2626	23758	3373
2627	23769	3364
2628	23778	3355
2629	23789	3346
2630	23798	3337
2631	23806	3328
2632	23814	3319
2633	23822	3310
2634	23832	3301
2635	23840	3292
2636	23849	3283
2637	23856	3273
2638	23866	3264
2639	23874	3255
2640	23884	3246
2641	23893	3237
2642	23901	3228
2643	23909	3219
2644	23917	3210
2645	23925	3200
2646	23934	3191
2647	23943	3182
2648	23950	3173
2649	23959	3164
2650	23967	3155
2651	23976	3146
2652	23983	3136
2653	23993	3127
2654	24000	3118
2655	24009	3109
2656	24018	3100
2657	24026	3091
2658	24035	3082
2659	24044	3073
2660	24051	3064
2661	24061	3055
2662	24070	3046
2663	24078	3036
2664	24086	3027
2665	24094	3018
2666	24102	3009
2667	24110	3000
2668	24119	2991
2669	24127	2982
2670	24135	2972
2671	24142	2963
2672	24150	2954
2673	24158	2945
2674	24167	2936
2675	24175	2927
2676	24183	2917
2677	24190	2908
2678	24199	2899
2679	24207	2890
2680	24215	2881
2681	24225	2872
2682	24234	2863
2683	24243	2854
2684	24254	2845
2685	24263	2836
2686	24274	2827
2687	24283	2818
2688	24291	2809
2689	24301	2800
2690	24309	2791
2691	24319	2782
2692	24328	2773
2693	24336	2764
2694	24347	2755
2695	24356	2746
2696	24388	2740
2697	24414	2732
2698	24426	2724
2699	24434	2714
2700	24442	2705
2701	24458	2697
2702	24468	2688
2703	24476	2679
2704	24484	2670
2705	24492	2661
2706	24499	2651
2707	24512	2643
2708	24521	2634
2709	24531	2625
2710	24543	2616
2711	24552	2607
2712	24577	2599
2713	24585	2590
2714	24595	2581
2715	24604	2572
2716	24613	2563
2717	24622	2554
2718	24630	2545
2719	24637	2536
2720	24647	2527
2721	24659	2518
2722	24668	2509
2723	24677	2500
2724	24685	2491
2725	24695	2482
2726	24704	2473
2727	24711	2463
2728	24721	2454
2729	24729	2445
2730	24740	2436
2731	24750	2427
2732	24760	2418
2733	24771	2410
2734	24779	2400
2735	24789	2391
2736	24799	2383
2737	24807	2373
2738	24816	2364
2739	24824	2355
2740	24833	2346
2741	24842	2337
2742	24851	2328
2743	24859	2319
2744	24868	2310
2745	24874	2300
2746	24882	2291
2747	24891	2282
2748	24900	2273
2749	24908	2264
2750	24920	2255
2751	24930	2246
2752	24938	2237
2753	24946	2228
2754	24953	2219
2755	24961	2209
2756	24971	2200
2757	24980	2191
2758	24989	2182
2759	24997	2173
2760	25005	2164
2761	25013	2155
2762	25021	2146
2763	25029	2137
2764	25037	2127
2765	25045	2118
2766	25053	2109
2767	25061	2100
2768	25068	2091
2769	25075	2082
2770	25083	2072
2771	25090	2063
2772	25097	2054
2773	25104	2045
2774	25113	2036
2775	25119	2026
2776	25128	2017
2777	25134	2008
2778	25142	1999
2779	25149	1990
2780	25157	1981
2781	25163	1971
2782	25172	1962
2783	25179	1953
2784	25187	1944
2785	25194	1935
2786	25201	1926
2787	25208	1916
2788	25216	1907
2789	25223	1898
2790	25230	1889
2791	25238	1880
2792	25245	1871
2793	25252	1861
2794	25260	1852
2795	25268	1843
2796	25274	1834
2797	25282	1825
2798	25289	1816
2799	25296	1806
2800	25303	1797
2801	25311	1788
2802	25319	1779
2803	25326	1770
2804	25334	1761
2805	25341	1752
2806	25349	1742
2807	25356	1733
2808	25365	1724
2809	25372	1715
2810	25381	1706
2811	25387	1697
2812	25396	1688
2813	25402	1679
2814	25410	1669
2815	25417	1660
2816	25424	1651
2817	25432	1642
2818	25439	1633
2819	25446	1624
2820	25454	1615
2821	25460	1605
2822	25467	1596
2823	25475	1587
2824	25483	1578
2825	25491	1569
2826	25499	1560
2827	25507	1551
2828	25517	1542
2829	25524	1533
2830	25531	1524
2831	25539	1515
2832	25546	1505
2833	25553	1496
2834	25560	1487
2835	25567	1478
2836	25574	1469
2837	25581	1460
2838	25590	1451
2839	25599	1442
2840	25607	1433
2841	25614	1424
2842	25620	1414
2843	25628	1405
2844	25635	1396
2845	25642	1387
2846	25649	1378
2847	25656	1369
2848	25662	1360
2849	25669	1351
2850	25676	1341
2851	25683	1332
2852	25689	1323
2853	25696	1314
2854	25703	1305
2855	25710	1296
2856	25717	1287
2857	25724	1278
2858	25732	1269
2859	25739	1259
2860	25746	1250
2861	25755	1241
2862	25765	1232
2863	25771	1223
2864	25780	1214
2865	25786	1205
2866	25795	1196
2867	25803	1187
2868	25811	1178
2869	25819	1169
2870	25828	1160
2871	25837	1151
2872	25846	1142
2873	25855	1133
2874	25864	1124
2875	25873	1115
2876	25882	1106
2877	25890	1097
2878	25899	1088
2879	25907	1079
2880	25915	1070
2881	25922	1061
2882	25930	1052
2883	25936	1043
2884	25946	1034
2885	25953	1025
2886	25961	1016
2887	25969	1007
2888	25978	998
2889	25986	989
2890	25994	980
2891	26003	971
2892	26011	962
2893	26019	953
2894	26028	944
2895	26036	935
2896	26045	926
2897	26053	916
2898	26062	907
2899	26071	899
2900	26079	889
2901	26088	881
2902	26097	872
2903	26105	862
2904	26112	853
2905	26123	845
2906	26134	836
2907	26143	827
2908	26153	818
2909	26163	809
2910	26173	800
2911	26184	791
2912	26193	782
2913	26202	773
2914	26211	764
2915	26220	755
2916	26229	746
2917	26238	737
2918	26246	728
2919	26254	719
2920	26265	710
2921	26273	701
2922	26283	692
2923	26292	683
2924	26300	674
2925	26309	665
2926	26316	656
2927	26322	647
2928	26330	638
2929	26337	629
2930	26345	620
2931	26352	611
2932	26359	602
2933	26365	593
2934	26373	584
2935	26381	575
2936	26389	566
2937	26395	557
2938	26402	547
2939	26409	538
2940	26416	529
2941	26423	520
2942	26430	511
2943	26436	502
2944	26443	493
2945	26450	484
2946	26457	475
2947	26464	466
2948	26471	457
2949	26477	448
2950	26485	439
2951	26492	430
2952	26498	421
2953	26505	412
2954	26511	403
2955	26518	394
2956	26524	385
2957	26531	376
2958	26539	367
2959	26547	358
2960	26553	349
2961	26560	340
2962	26567	331
2963	26574	322
2964	26580	313
2965	26587	304
2966	26594	295
2967	26602	286
2968	26609	277
2969	26617	268
2970	26625	259
2971	26634	250
2972	26642	241
2973	26652	233
2974	26659	224
2975	26668	215
2976	26676	206
2977	26688	197
2978	26697	188
2979	26707	179
2980	26716	170
2981	26723	161
2982	26731	152
2983	26739	143
2984	26751	134
2985	26774	125
2986	26785	116
2987	26797	107
2988	26805	98
2989	26816	89
2990	26825	80
2991	26834	71
2992	26844	62
2993	26853	53
2994	26863	44
2995	26872	35
2996	26881	26
2997	26890	17
2998	26896	8
2999	26903	0
