iter	Passed	Remaining
450	3971	22447
451	3979	22431
452	3986	22411
453	3993	22397
454	4000	22377
455	4008	22365
456	4016	22351
457	4026	22348
458	4033	22329
459	4042	22321
460	4049	22305
461	4058	22294
462	4066	22279
463	4075	22274
464	4085	22272
465	4094	22264
466	4102	22254
467	4109	22235
468	4117	22221
469	4125	22206
470	4132	22191
471	4140	22174
472	4149	22166
473	4157	22156
474	4165	22142
475	4172	22125
476	4181	22117
477	4187	22096
478	4196	22084
479	4203	22070
480	4212	22058
481	4220	22047
482	4228	22035
483	4236	22021
484	4245	22014
485	4253	22000
486	4261	21987
487	4268	21972
488	4277	21965
489	4286	21955
490	4294	21944
491	4301	21928
492	4311	21922
493	4318	21904
494	4326	21894
495	4333	21877
496	4342	21867
497	4350	21857
498	4358	21847
499	4366	21831
500	4374	21820
501	4381	21804
502	4390	21796
503	4398	21783
504	4407	21777
505	4416	21768
506	4425	21760
507	4432	21744
508	4440	21732
509	4448	21718
510	4457	21712
511	4466	21702
512	4476	21700
513	4487	21703
514	4494	21687
515	4502	21675
516	4509	21659
517	4519	21653
518	4526	21638
519	4535	21632
520	4543	21620
521	4553	21617
522	4561	21604
523	4570	21594
524	4578	21585
525	4586	21574
526	4594	21560
527	4603	21551
528	4610	21534
529	4618	21526
530	4628	21520
531	4637	21512
532	4644	21496
533	4653	21487
534	4661	21475
535	4669	21463
536	4677	21452
537	4685	21443
538	4694	21436
539	4702	21423
540	4709	21406
541	4717	21393
542	4724	21377
543	4733	21370
544	4741	21357
545	4750	21349
546	4759	21342
547	4766	21328
548	4774	21313
549	4781	21299
550	4788	21283
551	4797	21275
552	4804	21261
553	4813	21253
554	4823	21247
555	4830	21233
556	4838	21219
557	4845	21205
558	4852	21191
559	4861	21182
560	4869	21168
561	4877	21159
562	4887	21155
563	4898	21157
564	4906	21147
565	4914	21132
566	4922	21122
567	4930	21109
568	4939	21101
569	4946	21086
570	4954	21076
571	4964	21072
572	4972	21063
573	4981	21053
574	4990	21048
575	4998	21036
576	5007	21026
577	5014	21012
578	5053	21131
579	5061	21119
580	5070	21111
581	5078	21100
582	5086	21089
583	5094	21074
584	5102	21064
585	5110	21051
586	5118	21042
587	5126	21030
588	5136	21025
589	5145	21016
590	5153	21007
591	5161	20996
592	5170	20985
593	5179	20979
594	5187	20969
595	5196	20960
596	5204	20949
597	5214	20943
598	5221	20930
599	5229	20918
600	5237	20906
601	5246	20896
602	5253	20884
603	5262	20875
604	5271	20868
605	5281	20864
606	5288	20849
607	5297	20841
608	5305	20831
609	5314	20822
610	5322	20809
611	5330	20799
612	5338	20789
613	5348	20784
614	5356	20773
615	5364	20762
616	5373	20752
617	5380	20740
618	5388	20727
619	5396	20716
620	5405	20707
621	5414	20699
622	5422	20690
623	5430	20679
624	5439	20668
625	5446	20656
626	5455	20646
627	5462	20632
628	5471	20624
629	5480	20616
630	5495	20631
631	5503	20619
632	5510	20606
633	5518	20594
634	5525	20580
635	5534	20570
636	5542	20562
637	5550	20549
638	5558	20536
639	5565	20524
640	5573	20512
641	5582	20505
642	5590	20491
643	5598	20481
644	5608	20476
645	5617	20468
646	5624	20456
647	5633	20446
648	5640	20434
649	5648	20422
650	5656	20411
651	5666	20406
652	5675	20399
653	5683	20388
654	5691	20375
655	5701	20372
656	5710	20363
657	5718	20352
658	5725	20338
659	5733	20329
660	5743	20322
661	5750	20309
662	5759	20301
663	5766	20287
664	5774	20274
665	5782	20265
666	5790	20254
667	5799	20246
668	5809	20242
669	5816	20229
670	5825	20218
671	5832	20204
672	5840	20194
673	5848	20182
674	5856	20172
675	5864	20162
676	5874	20157
677	5883	20149
678	5891	20139
679	5898	20125
680	5907	20115
681	5914	20103
682	5923	20093
683	5931	20082
684	5942	20084
685	5951	20076
686	5961	20072
687	5970	20064
688	5978	20053
689	5987	20043
690	5994	20030
691	6003	20023
692	6012	20016
693	6021	20006
694	6028	19994
695	6037	19987
696	6044	19972
697	6053	19962
698	6061	19953
699	6070	19945
700	6079	19937
701	6087	19927
702	6096	19921
703	6105	19911
704	6113	19900
705	6121	19889
706	6129	19879
707	6137	19869
708	6146	19861
709	6154	19849
710	6162	19838
711	6169	19825
712	6176	19812
713	6185	19803
714	6193	19794
715	6201	19781
716	6209	19771
717	6218	19763
718	6225	19751
719	6233	19740
720	6240	19727
721	6248	19715
722	6255	19702
723	6264	19692
724	6271	19680
725	6281	19673
726	6290	19667
727	6298	19657
728	6306	19647
729	6314	19635
730	6322	19624
731	6329	19611
732	6337	19599
733	6345	19590
734	6355	19585
735	6362	19572
736	6370	19561
737	6378	19548
738	6385	19537
739	6394	19528
740	6403	19520
741	6410	19509
742	6420	19504
743	6427	19491
744	6436	19481
745	6443	19468
746	6451	19457
747	6458	19444
748	6466	19435
749	6474	19422
750	6482	19414
751	6492	19409
752	6502	19403
753	6510	19393
754	6518	19382
755	6525	19370
756	6534	19361
757	6542	19349
758	6550	19342
759	6558	19329
760	6565	19318
761	6574	19308
762	6582	19298
763	6590	19288
764	6598	19279
765	6606	19268
766	6615	19259
767	6622	19247
768	6631	19238
769	6638	19225
770	6646	19215
771	6655	19207
772	6663	19197
773	6670	19184
774	6678	19174
775	6685	19161
776	6695	19155
777	6703	19145
778	6712	19137
779	6721	19129
780	6729	19119
781	6736	19108
782	6745	19099
783	6753	19089
784	6762	19080
785	6769	19069
786	6777	19058
787	6786	19050
788	6794	19039
789	6802	19029
790	6810	19018
791	6818	19008
792	6825	18996
793	6833	18984
794	6841	18975
795	6851	18971
796	6859	18960
797	6868	18952
798	6875	18940
799	6883	18930
800	6890	18917
801	6898	18907
802	6908	18902
803	6920	18902
804	6928	18891
805	6936	18881
806	6943	18869
807	6952	18862
808	6960	18852
809	6969	18842
810	6976	18831
811	6985	18824
812	6993	18813
813	7002	18804
814	7010	18794
815	7017	18782
816	7026	18773
817	7034	18764
818	7041	18751
819	7050	18742
820	7060	18738
821	7067	18726
822	7076	18717
823	7083	18705
824	7091	18695
825	7099	18684
826	7107	18675
827	7116	18668
828	7126	18662
829	7134	18651
830	7143	18644
831	7150	18633
832	7160	18627
833	7167	18615
834	7176	18608
835	7184	18596
836	7193	18590
837	7202	18582
838	7211	18574
839	7219	18564
840	7226	18551
841	7234	18540
842	7241	18529
843	7248	18517
844	7257	18509
845	7265	18498
846	7275	18493
847	7284	18485
848	7292	18475
849	7302	18471
850	7310	18461
851	7321	18457
852	7330	18450
853	7339	18443
854	7348	18435
855	7356	18424
856	7364	18416
857	7372	18404
858	7381	18398
859	7390	18390
860	7399	18383
861	7409	18378
862	7420	18374
863	7429	18366
864	7437	18356
865	7447	18351
866	7454	18339
867	7463	18332
868	7472	18324
869	7482	18318
870	7498	18328
871	7506	18318
872	7515	18309
873	7523	18299
874	7531	18290
875	7540	18281
876	7551	18279
877	7566	18286
878	7577	18284
879	7588	18282
880	7598	18276
881	7608	18271
882	7618	18266
883	7628	18259
884	7637	18251
885	7646	18244
886	7655	18236
887	7663	18227
888	7673	18220
889	7693	18239
890	7719	18272
891	7731	18272
892	7741	18265
893	7751	18259
894	7760	18251
895	7776	18260
896	7785	18252
897	7792	18241
898	7801	18232
899	7810	18224
900	7821	18220
901	7830	18212
902	7838	18204
903	7847	18195
904	7856	18187
905	7865	18178
906	7874	18171
907	7882	18161
908	7892	18155
909	7906	18159
910	7915	18151
911	7925	18144
912	7935	18138
913	7958	18163
914	7970	18161
915	7978	18152
916	7988	18146
917	7998	18141
918	8009	18137
919	8018	18129
920	8027	18120
921	8036	18112
922	8045	18103
923	8053	18095
924	8061	18084
925	8070	18074
926	8078	18065
927	8085	18053
928	8094	18044
929	8102	18033
930	8113	18030
931	8121	18019
932	8129	18010
933	8136	17998
934	8144	17987
935	8153	17978
936	8163	17973
937	8174	17970
938	8197	17992
939	8213	17999
940	8226	18000
941	8240	18002
942	8258	18015
943	8272	18016
944	8285	18017
945	8299	18021
946	8314	18024
947	8330	18032
948	8349	18044
949	8362	18045
950	8377	18050
951	8392	18053
952	8410	18065
953	8435	18090
954	8457	18110
955	8475	18120
956	8492	18130
957	8520	18160
958	8542	18181
959	8564	18200
960	8577	18200
961	8593	18204
962	8604	18201
963	8618	18202
964	8635	18210
965	8647	18207
966	8655	18196
967	8665	18190
968	8674	18181
969	8683	18173
970	8695	18169
971	8705	18163
972	8716	18159
973	8728	18154
974	8737	18147
975	8749	18144
976	8762	18142
977	8772	18137
978	8784	18135
979	8800	18139
980	8813	18138
981	8826	18137
982	8835	18130
983	8849	18130
984	8864	18133
985	8873	18125
986	8882	18116
987	8892	18108
988	8903	18103
989	8913	18097
990	8926	18095
991	8936	18089
992	8953	18095
993	8973	18109
994	8990	18116
995	9006	18122
996	9022	18125
997	9032	18118
998	9042	18111
999	9053	18107
1000	9063	18099
1001	9074	18095
1002	9085	18089
1003	9095	18082
1004	9104	18073
1005	9113	18063
1006	9121	18052
1007	9129	18041
1008	9137	18030
1009	9146	18020
1010	9154	18010
1011	9163	18000
1012	9170	17988
1013	9178	17977
1014	9188	17969
1015	9196	17959
1016	9205	17948
1017	9213	17938
1018	9221	17926
1019	9230	17918
1020	9238	17907
1021	9247	17898
1022	9256	17889
1023	9264	17878
1024	9272	17866
1025	9280	17855
1026	9288	17844
1027	9296	17833
1028	9305	17824
1029	9314	17816
1030	9327	17812
1031	9335	17802
1032	9345	17795
1033	9357	17791
1034	9367	17783
1035	9379	17780
1036	9393	17780
1037	9407	17781
1038	9420	17779
1039	9436	17784
1040	9446	17777
1041	9456	17770
1042	9470	17769
1043	9479	17759
1044	9492	17757
1045	9502	17752
1046	9511	17742
1047	9523	17737
1048	9532	17728
1049	9542	17721
1050	9555	17719
1051	9564	17710
1052	9577	17708
1053	9591	17708
1054	9601	17701
1055	9609	17690
1056	9620	17684
1057	9631	17678
1058	9639	17668
1059	9650	17661
1060	9659	17653
1061	9671	17648
1062	9681	17640
1063	9688	17628
1064	9699	17622
1065	9710	17616
1066	9718	17607
1067	9728	17598
1068	9736	17588
1069	9745	17579
1070	9752	17565
1071	9760	17554
1072	9768	17543
1073	9777	17533
1074	9784	17521
1075	9793	17511
1076	9800	17499
1077	9810	17491
1078	9822	17487
1079	9832	17479
1080	9840	17469
1081	9849	17458
1082	9859	17452
1083	9868	17442
1084	9876	17432
1085	9884	17419
1086	9891	17408
1087	9900	17397
1088	9907	17386
1089	9915	17375
1090	9924	17365
1091	9932	17354
1092	9939	17342
1093	9947	17331
1094	9956	17322
1095	9966	17313
1096	9974	17302
1097	9982	17292
1098	9989	17279
1099	9998	17270
1100	10005	17258
1101	10014	17248
1102	10025	17241
1103	10033	17231
1104	10041	17219
1105	10049	17209
1106	10056	17196
1107	10064	17186
1108	10072	17174
1109	10080	17164
1110	10089	17154
1111	10100	17149
1112	10110	17141
1113	10119	17132
1114	10130	17126
1115	10139	17116
1116	10150	17111
1117	10160	17104
1118	10170	17096
1119	10182	17092
1120	10193	17086
1121	10202	17076
1122	10212	17069
1123	10223	17063
1124	10235	17058
1125	10247	17055
1126	10263	17057
1127	10274	17051
1128	10283	17041
1129	10294	17035
1130	10303	17026
1131	10313	17018
1132	10325	17014
1133	10334	17005
1134	10345	16998
1135	10353	16989
1136	10362	16979
1137	10370	16968
1138	10378	16957
1139	10387	16947
1140	10395	16937
1141	10405	16929
1142	10414	16919
1143	10424	16912
1144	10431	16899
1145	10439	16889
1146	10447	16877
1147	10455	16867
1148	10463	16856
1149	10473	16848
1150	10480	16836
1151	10489	16826
1152	10497	16815
1153	10505	16805
1154	10513	16794
1155	10522	16784
1156	10530	16773
1157	10537	16762
1158	10545	16751
1159	10553	16740
1160	10561	16729
1161	10569	16717
1162	10577	16706
1163	10584	16695
1164	10592	16684
1165	10601	16675
1166	10611	16667
1167	10619	16655
1168	10627	16645
1169	10634	16633
1170	10642	16622
1171	10651	16612
1172	10660	16604
1173	10667	16591
1174	10676	16582
1175	10684	16571
1176	10692	16561
1177	10700	16550
1178	10708	16539
1179	10716	16528
1180	10725	16518
1181	10733	16508
1182	10742	16500
1183	10749	16487
1184	10757	16476
1185	10764	16464
1186	10773	16455
1187	10780	16443
1188	10788	16432
1189	10796	16422
1190	10805	16412
1191	10812	16400
1192	10822	16392
1193	10829	16380
1194	10838	16370
1195	10845	16359
1196	10854	16349
1197	10862	16338
1198	10870	16328
1199	10878	16318
1200	10887	16308
1201	10895	16297
1202	10904	16289
1203	10912	16278
1204	10923	16271
1205	10933	16264
1206	10943	16256
1207	10958	16255
1208	10968	16248
1209	10976	16237
1210	10986	16230
1211	10994	16220
1212	11005	16213
1213	11014	16203
1214	11022	16193
1215	11035	16189
1216	11042	16177
1217	11051	16168
1218	11061	16161
1219	11071	16153
1220	11080	16144
1221	11089	16135
1222	11100	16128
1223	11109	16119
1224	11120	16112
1225	11129	16104
1226	11137	16093
1227	11148	16087
1228	11157	16078
1229	11167	16070
1230	11179	16065
1231	11187	16054
1232	11197	16047
1233	11207	16039
1234	11216	16030
1235	11226	16022
1236	11234	16012
1237	11245	16005
1238	11256	15999
1239	11265	15989
1240	11274	15981
1241	11282	15970
1242	11292	15962
1243	11303	15956
1244	11316	15951
1245	11329	15948
1246	11340	15941
1247	11348	15931
1248	11357	15922
1249	11366	15913
1250	11375	15903
1251	11384	15895
1252	11394	15886
1253	11403	15877
1254	11415	15872
1255	11424	15863
1256	11435	15857
1257	11444	15847
1258	11456	15841
1259	11466	15834
1260	11475	15825
1261	11485	15817
1262	11492	15806
1263	11502	15797
1264	11510	15786
1265	11518	15777
1266	11526	15766
1267	11536	15757
1268	11546	15749
1269	11556	15742
1270	11564	15732
1271	11572	15721
1272	11582	15712
1273	11589	15701
1274	11598	15692
1275	11606	15681
1276	11615	15672
1277	11624	15663
1278	11632	15652
1279	11641	15643
1280	11649	15632
1281	11657	15622
1282	11666	15612
1283	11675	15603
1284	11682	15591
1285	11691	15582
1286	11699	15571
1287	11707	15561
1288	11715	15550
1289	11723	15541
1290	11731	15529
1291	11739	15519
1292	11749	15511
1293	11759	15503
1294	11766	15492
1295	11775	15482
1296	11783	15471
1297	11791	15461
1298	11798	15449
1299	11807	15440
1300	11815	15430
1301	11823	15419
1302	11830	15407
1303	11839	15398
1304	11847	15388
1305	11857	15379
1306	11866	15371
1307	11874	15360
1308	11884	15352
1309	11892	15341
1310	11900	15331
1311	11909	15321
1312	11917	15312
1313	11925	15301
1314	11935	15294
1315	11944	15284
1316	11952	15273
1317	11959	15262
1318	11968	15253
1319	11976	15242
1320	11983	15231
1321	11991	15220
1322	11999	15210
1323	12009	15202
1324	12017	15191
1325	12024	15180
1326	12031	15168
1327	12039	15158
1328	12048	15148
1329	12056	15138
1330	12064	15128
1331	12072	15117
1332	12081	15108
1333	12088	15097
1334	12095	15085
1335	12103	15074
1336	12110	15063
1337	12117	15052
1338	12125	15041
1339	12132	15030
1340	12141	15020
1341	12150	15011
1342	12160	15003
1343	12167	14992
1344	12176	14983
1345	12184	14973
1346	12192	14962
1347	12201	14952
1348	12209	14942
1349	12217	14932
1350	12227	14924
1351	12235	14913
1352	12243	14903
1353	12252	14894
1354	12260	14884
1355	12270	14876
1356	12279	14867
1357	12289	14859
1358	12298	14851
1359	12307	14841
1360	12316	14832
1361	12325	14822
1362	12333	14812
1363	12341	14802
1364	12349	14792
1365	12359	14784
1366	12370	14777
1367	12379	14768
1368	12388	14759
1369	12397	14749
1370	12456	14800
1371	12466	14792
1372	12474	14782
1373	12482	14772
1374	12499	14771
1375	12507	14761
1376	12515	14751
1377	12523	14740
1378	12533	14732
1379	12540	14721
1380	12548	14710
1381	12555	14699
1382	12564	14689
1383	12571	14679
1384	12581	14670
1385	12589	14660
1386	12599	14652
1387	12607	14641
1388	12614	14630
1389	12622	14620
1390	12629	14609
1391	12637	14598
1392	12644	14587
1393	12652	14576
1394	12660	14566
1395	12670	14557
1396	12678	14547
1397	12686	14537
1398	12694	14526
1399	12701	14516
1400	12710	14506
1401	12720	14499
1402	12729	14489
1403	12738	14480
1404	12745	14469
1405	12754	14459
1406	12761	14448
1407	12770	14438
1408	12777	14428
1409	12786	14418
1410	12795	14409
1411	12804	14400
1412	12812	14389
1413	12820	14380
1414	12828	14369
1415	12836	14359
1416	12844	14348
1417	12852	14339
1418	12860	14328
1419	12871	14321
1420	12879	14311
1421	12887	14301
1422	12895	14291
1423	12904	14281
1424	12914	14273
1425	12921	14262
1426	12930	14253
1427	12940	14245
1428	12948	14235
1429	12956	14224
1430	12964	14215
1431	12972	14204
1432	12981	14195
1433	12989	14185
1434	12998	14176
1435	13008	14168
1436	13015	14156
1437	13022	14145
1438	13030	14134
1439	13037	14123
1440	13046	14114
1441	13053	14103
1442	13062	14094
1443	13070	14084
1444	13079	14075
1445	13087	14065
1446	13096	14056
1447	13104	14046
1448	13112	14035
1449	13120	14025
1450	13129	14015
1451	13139	14008
1452	13146	13997
1453	13155	13987
1454	13162	13976
1455	13171	13967
1456	13178	13956
1457	13186	13946
1458	13195	13937
1459	13204	13928
1460	13211	13917
1461	13220	13907
1462	13227	13896
1463	13235	13886
1464	13242	13875
1465	13250	13865
1466	13259	13855
1467	13267	13846
1468	13276	13836
1469	13284	13827
1470	13292	13817
1471	13300	13806
1472	13307	13795
1473	13315	13785
1474	13323	13774
1475	13331	13765
1476	13339	13754
1477	13349	13747
1478	13356	13736
1479	13365	13726
1480	13373	13716
1481	13382	13707
1482	13391	13698
1483	13400	13689
1484	13408	13679
1485	13416	13669
1486	13423	13658
1487	13431	13647
1488	13438	13637
1489	13446	13626
1490	13453	13616
1491	13462	13606
1492	13469	13596
1493	13479	13588
1494	13488	13579
1495	13497	13569
1496	13505	13559
1497	13512	13548
1498	13521	13539
1499	13530	13530
1500	13538	13520
1501	13547	13510
1502	13555	13501
1503	13562	13490
1504	13571	13481
1505	13578	13470
1506	13587	13461
1507	13595	13451
1508	13604	13442
1509	13613	13433
1510	13622	13424
1511	13629	13413
1512	13637	13403
1513	13644	13392
1514	13652	13382
1515	13660	13372
1516	13669	13363
1517	13676	13352
1518	13685	13343
1519	13693	13333
1520	13703	13324
1521	13710	13314
1522	13719	13305
1523	13727	13294
1524	13735	13285
1525	13743	13275
1526	13753	13267
1527	13760	13256
1528	13768	13246
1529	13775	13235
1530	13784	13226
1531	13792	13216
1532	13801	13207
1533	13809	13197
1534	13817	13187
1535	13825	13177
1536	13833	13167
1537	13841	13157
1538	13849	13147
1539	13857	13137
1540	13865	13127
1541	13873	13117
1542	13881	13107
1543	13890	13099
1544	13898	13089
1545	13907	13079
1546	13914	13068
1547	13923	13059
1548	13930	13049
1549	13939	13039
1550	13947	13030
1551	13958	13022
1552	13964	13011
1553	13972	13001
1554	13980	12991
1555	13988	12981
1556	13996	12971
1557	14005	12962
1558	14014	12953
1559	14024	12945
1560	14031	12935
1561	14040	12925
1562	14047	12915
1563	14056	12905
1564	14063	12895
1565	14072	12886
1566	14080	12876
1567	14091	12868
1568	14099	12859
1569	14107	12849
1570	14115	12839
1571	14122	12829
1572	14130	12819
1573	14138	12809
1574	14146	12799
1575	14154	12789
1576	14161	12778
1577	14170	12769
1578	14177	12758
1579	14185	12749
1580	14193	12739
1581	14202	12729
1582	14210	12719
1583	14218	12710
1584	14228	12702
1585	14235	12691
1586	14243	12681
1587	14251	12671
1588	14258	12661
1589	14266	12651
1590	14274	12641
1591	14282	12632
1592	14290	12621
1593	14299	12613
1594	14306	12602
1595	14316	12594
1596	14326	12586
1597	14335	12576
1598	14344	12567
1599	14352	12558
1600	14361	12549
1601	14368	12539
1602	14377	12529
1603	14384	12519
1604	14393	12509
1605	14400	12499
1606	14409	12490
1607	14416	12480
1608	14425	12471
1609	14434	12462
1610	14443	12452
1611	14450	12442
1612	14459	12433
1613	14467	12423
1614	14477	12415
1615	14486	12406
1616	14494	12396
1617	14502	12387
1618	14510	12377
1619	14517	12366
1620	14525	12356
1621	14532	12346
1622	14540	12336
1623	14547	12325
1624	14555	12316
1625	14564	12306
1626	14574	12299
1627	14582	12289
1628	14590	12279
1629	14597	12269
1630	14605	12259
1631	14613	12249
1632	14622	12240
1633	14631	12232
1634	14639	12222
1635	14647	12212
1636	14655	12202
1637	14662	12192
1638	14670	12182
1639	14678	12172
1640	14686	12162
1641	14693	12152
1642	14703	12143
1643	14710	12133
1644	14719	12124
1645	14728	12115
1646	14736	12105
1647	14743	12095
1648	14751	12085
1649	14759	12075
1650	14767	12066
1651	14775	12056
1652	14783	12046
1653	14790	12036
1654	14798	12026
1655	14805	12015
1656	14813	12006
1657	14821	11996
1658	14830	11987
1659	14839	11978
1660	14846	11968
1661	14853	11958
1662	14862	11948
1663	14870	11939
1664	14878	11929
1665	14886	11920
1666	14897	11912
1667	14909	11906
1668	14917	11896
1669	14926	11887
1670	14934	11877
1671	14943	11868
1672	14950	11858
1673	14959	11849
1674	14967	11839
1675	14975	11830
