iter	Quantile:alpha=0.5
140	0.4308023978
141	0.4305831656
142	0.4303728975
143	0.4300690396
144	0.4298572215
145	0.4297056537
146	0.4294111647
147	0.4291400445
148	0.4289156699
149	0.4286008466
150	0.4283167114
151	0.4280234489
152	0.4278913847
153	0.4276760959
154	0.4274426104
155	0.4271513735
156	0.4269434282
157	0.4267575396
158	0.4265547659
159	0.4264568714
160	0.4260565097
161	0.4257592891
162	0.4255105923
163	0.4249929529
164	0.424788884
165	0.4245901118
166	0.4243746538
167	0.4241900326
168	0.4238935846
169	0.4237964989
170	0.4234842173
171	0.4233330508
172	0.4230804645
173	0.4228625382
174	0.4226126574
175	0.4222812693
176	0.4221689449
177	0.4218385424
178	0.4217092953
179	0.4215515457
180	0.4213742523
181	0.4210812652
182	0.4209699849
183	0.4207981159
184	0.4205619674
185	0.4203164409
186	0.420010059
187	0.4196467839
188	0.4194671787
189	0.4193347927
190	0.418980238
191	0.4188297603
192	0.4184756086
193	0.4182580166
194	0.4180998623
195	0.4179661794
196	0.4177367578
197	0.4176176549
198	0.4171908104
199	0.4170671483
200	0.4169409856
201	0.4165858513
202	0.4164327009
203	0.4162650374
204	0.4161549463
205	0.415970828
206	0.4158773636
207	0.4157224354
208	0.4156093645
209	0.4153420264
210	0.4148513821
211	0.4147029721
212	0.4145339472
213	0.4142067014
214	0.4140271425
215	0.4138644067
216	0.4137226167
217	0.4135702934
218	0.4134037599
219	0.4132353762
220	0.4130705018
221	0.412835612
222	0.4127215751
223	0.4125514019
224	0.4122729829
225	0.412049595
226	0.4118995821
227	0.4117411103
228	0.4116454226
229	0.4115032675
230	0.411203788
231	0.4109318069
232	0.410750922
233	0.4106010279
234	0.410422626
235	0.4102631887
236	0.4100889855
237	0.4099176607
238	0.4096207536
239	0.40944616
240	0.4093707903
241	0.4091666828
242	0.40888996
243	0.4086859907
244	0.4084668965
245	0.4082823408
246	0.4080485231
247	0.4078146794
248	0.40762943
249	0.4074322726
250	0.4073557441
251	0.40723527
252	0.4070374665
253	0.4066029611
254	0.4064678878
255	0.4062528965
256	0.4060098548
257	0.4058356173
258	0.4056157309
259	0.4054942562
260	0.4052063864
261	0.4049776869
262	0.4047864582
263	0.4045585411
264	0.4044052061
265	0.4042186377
266	0.4038961717
267	0.4037502246
268	0.4035501679
269	0.4033532297
270	0.4031731607
271	0.4029463725
272	0.4028176589
273	0.4026427868
274	0.4023119769
275	0.4022095872
276	0.4019323707
277	0.4017666916
278	0.4016543968
279	0.4012979169
280	0.401177287
281	0.4010434919
282	0.4006840884
283	0.4005563307
284	0.4004589425
285	0.400215355
286	0.4001204559
287	0.3999407875
288	0.3997213343
289	0.3994799827
290	0.3993385349
291	0.3991494822
292	0.3990253805
293	0.3988910852
294	0.3986441846
295	0.3984915464
296	0.3982892586
297	0.3981908832
298	0.3981034561
299	0.397807087
300	0.3974592757
301	0.3972840826
302	0.397182595
303	0.3970933882
304	0.3969962221
305	0.3969135499
306	0.3966508341
307	0.3965204709
308	0.3963158139
309	0.3961215761
310	0.3959517674
311	0.3957985343
312	0.3955613122
313	0.3955160463
314	0.3954173509
315	0.3952400992
316	0.3950614613
317	0.3949219835
318	0.3948114507
319	0.3946791888
320	0.394511813
321	0.3942616373
322	0.3941487524
323	0.393907748
324	0.3935871029
325	0.3934036732
326	0.3932629076
327	0.3930845365
328	0.3929072453
329	0.39270489
330	0.392573418
331	0.3924168068
332	0.3922243454
333	0.3919964085
334	0.3919195384
335	0.3916795134
336	0.3915672071
337	0.3914066833
338	0.3912263408
339	0.3911013088
340	0.3909779841
341	0.3908275604
342	0.3905870508
343	0.3903120967
344	0.3901133658
345	0.3899400914
346	0.3898125558
347	0.3894705583
348	0.3893596239
349	0.3891076616
350	0.3889310285
351	0.388776314
352	0.3886498317
353	0.3884094547
354	0.3882874631
355	0.3881127677
356	0.3880166336
357	0.3878523393
358	0.3877211712
359	0.387557196
360	0.3874532362
361	0.3872995281
362	0.3871220326
363	0.3870240085
364	0.3868962785
365	0.3867376206
366	0.3866729108
367	0.3864963514
368	0.3863359689
369	0.3862044419
370	0.3859223971
371	0.3855939448
372	0.3854694044
373	0.3853734394
374	0.3851827505
375	0.3850545618
376	0.3849641637
377	0.3849085689
378	0.3848281496
379	0.3847449536
380	0.3846754607
381	0.3845811601
382	0.3845194449
383	0.3844165366
384	0.3843098033
385	0.3841110665
386	0.3838618764
387	0.3837516055
388	0.383701448
389	0.3835629716
390	0.3834122696
391	0.3833118817
392	0.3831535791
393	0.383045362
394	0.382894072
395	0.3828193005
396	0.3826295541
397	0.3824370347
398	0.3822836167
399	0.3821582914
400	0.3819823872
401	0.3818119378
402	0.3816771767
403	0.3814598469
404	0.3813235883
405	0.3811624313
406	0.3809440423
407	0.3808023432
408	0.380606251
409	0.3804913647
410	0.3803869662
411	0.3803048152
412	0.3802289729
413	0.3800750918
414	0.3797504354
415	0.379608447
416	0.379357668
417	0.3791793409
418	0.3791210026
419	0.3790296586
420	0.3789534381
421	0.3788165491
422	0.3787290111
423	0.3784535229
424	0.3782806321
425	0.3782097923
426	0.3780785015
427	0.3779376888
428	0.3778469242
429	0.3777148896
430	0.3774969068
431	0.3773598959
432	0.377251927
433	0.3771446437
434	0.3769442135
435	0.3767562107
436	0.3766587528
437	0.3766158946
438	0.3764770115
439	0.3762882472
440	0.3761283514
441	0.3760030416
442	0.3759502028
443	0.375896512
444	0.3756739144
445	0.3755943135
446	0.3754139796
447	0.3752789029
448	0.375165256
449	0.3750978289
450	0.374928696
451	0.3748835194
452	0.3746938446
453	0.3746513589
454	0.3745934219
455	0.3744874872
456	0.3743856614
457	0.3741710112
458	0.3741266395
459	0.3740606557
460	0.3739064547
461	0.373644139
462	0.3735300808
463	0.3734521437
464	0.3733873063
465	0.3732583812
466	0.3731545346
467	0.3730906634
468	0.3730128868
469	0.372936776
470	0.3727934363
471	0.3727649076
472	0.3726237862
473	0.3725067986
474	0.3723546134
475	0.372236644
476	0.372127091
477	0.3720495762
478	0.3719567721
479	0.3718032709
480	0.3717388866
481	0.3716672775
482	0.3716208275
483	0.3714640281
484	0.371304035
485	0.3712587171
486	0.3711927266
487	0.3711221709
488	0.3709776689
489	0.3709183128
490	0.3708285757
491	0.3707160867
492	0.3705613838
493	0.3704866069
494	0.3703904831
495	0.3702964122
496	0.3702467124
497	0.3701109642
498	0.3700401203
499	0.3699612303
500	0.3698526818
501	0.3697452617
502	0.3696513956
503	0.3695016491
504	0.3693603155
505	0.3692854144
506	0.3691554482
507	0.3690604988
508	0.3689583323
509	0.3688872324
510	0.3688179985
511	0.3687594717
512	0.3686676086
513	0.368540515
514	0.3684996962
515	0.3684603505
516	0.3684116453
517	0.3683189564
518	0.3682223067
519	0.3681255055
520	0.3680165855
521	0.3678384226
522	0.3677329377
523	0.3676276386
524	0.3675101533
525	0.3674570536
526	0.3674296892
527	0.3673168788
528	0.36725762
529	0.3671097698
530	0.367026035
531	0.3669436137
532	0.3668657373
533	0.3668040672
534	0.3667107188
535	0.3665671202
536	0.3665114004
537	0.3663230521
538	0.3662822332
539	0.3661260277
540	0.3660502127
541	0.3658601244
542	0.3657204847
543	0.3656914274
544	0.3655747212
545	0.3655093285
546	0.3653509043
547	0.3652621722
548	0.3652096138
549	0.3651184015
550	0.3650613464
551	0.3649529627
552	0.3648083928
553	0.3647513353
554	0.3646525068
555	0.3645339974
556	0.3644753978
557	0.3644361794
558	0.3642788783
559	0.3642268678
560	0.3640446616
561	0.3639501991
562	0.3638882912
563	0.3638457286
564	0.3637625869
565	0.3636496286
566	0.3635546759
567	0.3634630085
568	0.3633430905
569	0.3632429395
570	0.3631565584
571	0.3630525151
572	0.3630117328
573	0.3628401338
574	0.362734096
575	0.3625944961
576	0.3625347398
577	0.3623849358
578	0.3622882085
579	0.3621593417
580	0.3620428666
581	0.3619760583
582	0.3619122239
583	0.3617632514
584	0.3616512245
585	0.3615707598
586	0.3614490911
587	0.361253376
588	0.3611336678
589	0.361084932
590	0.3609813816
591	0.3609230387
592	0.3607073611
593	0.360647427
594	0.3605670339
595	0.3605023564
596	0.3603765262
597	0.3602599394
598	0.3601898252
599	0.3601476038
600	0.3600190202
601	0.3599077962
602	0.3598458907
603	0.3597906109
604	0.3596799008
605	0.3596082294
606	0.3595775269
607	0.3595082462
608	0.35930844
609	0.35925774
610	0.3591922539
611	0.3591627831
612	0.3589989727
613	0.3588756995
614	0.3587558675
615	0.3586932371
616	0.3586507541
617	0.3585034491
618	0.3584218199
619	0.3583646135
620	0.358276922
621	0.3582439704
622	0.3581227279
623	0.3580425211
624	0.3579712405
625	0.3579500099
626	0.3579276938
627	0.3578714538
628	0.3578417337
629	0.3577297262
630	0.3576627022
631	0.3575903008
632	0.3574491432
633	0.35738509
634	0.3572945486
635	0.3572380928
636	0.3571597795
637	0.357016912
638	0.3569165721
639	0.3568810286
640	0.3568346127
641	0.3567266373
642	0.3566763442
643	0.3565713619
644	0.3565024213
645	0.3563759179
646	0.3563342615
647	0.3562923101
648	0.3562250194
649	0.3561362968
650	0.3560895009
651	0.3559594738
652	0.3558150206
653	0.3556922613
654	0.3555958754
655	0.3555340061
656	0.3554556532
657	0.3553861668
658	0.3553645821
659	0.3552859515
660	0.3552709429
661	0.3552376591
662	0.355194558
663	0.3551148629
664	0.3550502708
665	0.3549861143
666	0.3549386907
667	0.3548833696
668	0.3548148821
669	0.3547568543
670	0.3546383284
671	0.354581265
672	0.3545118415
673	0.3544411273
674	0.3543770337
675	0.3543148947
676	0.3542754453
677	0.3542241027
678	0.3541609461
679	0.3541061255
680	0.354015201
681	0.3539636085
682	0.3539092652
683	0.3538452256
684	0.3537904884
685	0.3536943527
686	0.3536526654
687	0.3535979628
688	0.3535594251
689	0.3534409026
690	0.3534162839
691	0.3532923212
692	0.3532136308
693	0.353160095
694	0.3530673436
695	0.3530152929
696	0.3528248719
697	0.3527924453
698	0.35273726
699	0.3526642607
700	0.352628115
701	0.3525811519
702	0.3525317829
703	0.3524533482
704	0.3524336414
705	0.3523958423
706	0.3523018876
707	0.3522726826
708	0.352147662
709	0.3521002517
710	0.352007523
711	0.3519014732
712	0.3518680477
713	0.3518075528
714	0.3517580258
715	0.3517327659
716	0.3516560509
717	0.3516115942
718	0.3515565358
719	0.351520036
720	0.3514215
721	0.3513194895
722	0.3512616357
723	0.3511593473
724	0.3510905951
725	0.3510292619
726	0.350966989
727	0.3509016901
728	0.3508417582
729	0.3507711464
730	0.3506928454
731	0.3506623329
732	0.3506394895
733	0.3506100851
734	0.3505467002
735	0.3504515902
736	0.3503694791
737	0.3503329524
738	0.3502960869
739	0.3502197752
740	0.3501689037
741	0.3501273803
742	0.3501053818
743	0.3500501936
744	0.3499593503
745	0.3499208421
746	0.3498782647
747	0.3497557603
748	0.3496514355
749	0.3496219079
750	0.349601314
751	0.349529262
752	0.3494405576
753	0.3492152847
754	0.3491775331
755	0.3491615429
756	0.3490921423
757	0.3490495652
758	0.349028817
759	0.3489234073
760	0.3488278842
761	0.3487479901
762	0.348626765
763	0.3485292766
764	0.3484617743
765	0.348391551
766	0.3483137339
767	0.3481943148
768	0.3481309105
769	0.348034347
770	0.3479495166
771	0.3478654973
772	0.3478040027
773	0.3477552133
774	0.3477403662
775	0.3476854096
776	0.3476163999
777	0.3475341986
778	0.347482801
779	0.3474607777
780	0.3474242159
781	0.3472944313
782	0.347270295
783	0.3472540104
784	0.3471771174
785	0.3471357893
786	0.3470603507
787	0.3469438921
788	0.3468851294
789	0.3468448585
790	0.3468009321
791	0.3467786013
792	0.3467528505
793	0.3466912063
794	0.3466655001
795	0.3465618323
796	0.3464534017
797	0.3463892251
798	0.3463500532
799	0.3463192555
800	0.3463063072
801	0.3462597552
802	0.3462374309
803	0.3461526904
804	0.3461316531
805	0.3459608489
806	0.3459155487
807	0.3458596376
808	0.3458065118
809	0.3457698172
810	0.3456841959
811	0.3456229737
812	0.345398172
813	0.3453314214
814	0.3452745307
815	0.3452002228
816	0.3451241911
817	0.3450930283
818	0.3450539777
819	0.3450161023
820	0.3449924829
821	0.3449397633
822	0.3448293092
823	0.3447326792
824	0.3446827695
825	0.3446497512
826	0.3445893965
827	0.3445343657
828	0.3444436457
829	0.3444081025
830	0.3443640945
831	0.3442777742
832	0.3442270842
833	0.3441614238
834	0.34410108
835	0.3440628037
836	0.343906035
837	0.3438483435
838	0.3437976446
839	0.3437324334
840	0.3437021698
841	0.3436700813
842	0.3435728829
843	0.3434996439
844	0.3434384461
845	0.3433512927
846	0.3433420414
847	0.3432558601
848	0.3430902401
849	0.3430037671
850	0.3429464102
851	0.3429249422
852	0.3427813939
853	0.3427434087
854	0.3426971
855	0.3426026235
856	0.3425674472
857	0.342531989
858	0.3425031081
859	0.3424854776
860	0.3424503102
861	0.3424342841
862	0.3424197146
863	0.3423864028
864	0.3423475135
865	0.3422861971
866	0.3422526329
867	0.3422443729
868	0.3422024027
869	0.3421682963
870	0.3420957852
871	0.3420385674
872	0.3419727425
873	0.341941043
874	0.3419157016
875	0.3418409829
876	0.3417582882
877	0.341733013
878	0.3416960005
879	0.3416409326
880	0.3416048358
881	0.3415313917
882	0.3413845576
883	0.3413109031
884	0.3412224886
885	0.3411521506
886	0.3410959556
887	0.3409949517
888	0.3409210941
889	0.3408588012
890	0.3408087959
891	0.3407826957
892	0.3407479262
893	0.340706809
894	0.3406644161
895	0.3406418987
896	0.3406135114
897	0.340569436
898	0.3405094325
899	0.3404544786
900	0.3403900406
901	0.3402869188
902	0.3402419552
903	0.3402209568
904	0.3401616632
905	0.3400968758
906	0.340007273
907	0.3399796341
908	0.3399194086
909	0.3398695948
910	0.3397931601
911	0.3397645392
912	0.3396645359
913	0.3396376237
914	0.3396043012
915	0.3395892974
916	0.3395160748
917	0.3395003805
918	0.3394255481
919	0.3393931006
920	0.3393272943
921	0.3392840446
922	0.339173856
923	0.3391648383
924	0.3391338532
925	0.3390499812
926	0.3389026087
927	0.3388534574
928	0.3388273852
929	0.3388157569
930	0.3387910813
931	0.3386953644
932	0.3386543944
933	0.3385972275
934	0.3385193211
935	0.3384759694
936	0.3383371827
937	0.338273253
938	0.3382233398
939	0.3382013754
940	0.3381840793
941	0.3381314939
942	0.3380299995
943	0.3379680611
944	0.3379141087
945	0.3378292106
946	0.3378040561
947	0.3377773045
948	0.3377277548
949	0.3377049612
950	0.3375934265
951	0.3374716819
952	0.337381838
953	0.3373327414
954	0.3372988938
955	0.3372709645
956	0.3372172398
957	0.337174911
958	0.3371230746
959	0.3370768281
960	0.3370311984
961	0.3369907663
962	0.3369152785
963	0.3367479248
964	0.3367100112
965	0.3366587774
966	0.3366203251
967	0.3365283069
968	0.3364824855
969	0.336458843
970	0.3363686236
971	0.3362484303
972	0.3361798267
973	0.3361025179
974	0.3360749649
975	0.3360226966
976	0.3359501914
977	0.3359304699
978	0.3358713644
979	0.3357983104
980	0.3357613136
981	0.3357353298
982	0.3356840496
983	0.335648522
984	0.3356206082
985	0.3355975021
986	0.3355381576
987	0.3354966344
988	0.3354674546
989	0.3353702359
990	0.3353368787
991	0.3353053592
992	0.3352713451
993	0.3352236021
994	0.3352070819
995	0.335112731
996	0.3350633273
997	0.3349444587
998	0.3348986265
999	0.3348605969
1000	0.3348052954
1001	0.3346662004
1002	0.3346023561
1003	0.3345677475
1004	0.3345081968
1005	0.3344728456
1006	0.3344469779
1007	0.3344040187
1008	0.3343352804
1009	0.3343158886
1010	0.3342032065
1011	0.3341236548
1012	0.3340999284
1013	0.3340350299
1014	0.3340037375
1015	0.3339479448
1016	0.3338569079
1017	0.3338401356
1018	0.3338189842
1019	0.3337417643
1020	0.3336692906
1021	0.3336491837
1022	0.3335811435
1023	0.3335574129
1024	0.3335209408
1025	0.333457603
1026	0.3333333651
1027	0.3332733977
1028	0.3332209094
1029	0.3331631383
1030	0.3331450598
1031	0.3330713518
1032	0.333036482
1033	0.3329436442
1034	0.3329050192
1035	0.3328659527
1036	0.3328265602
1037	0.3327998757
1038	0.3327680937
1039	0.3327262128
1040	0.3326726045
1041	0.3325821034
1042	0.332477287
1043	0.3323800176
1044	0.332294595
1045	0.3322513493
1046	0.3322007353
1047	0.3321287875
1048	0.3320544146
1049	0.3320253952
1050	0.3320058662
1051	0.331977008
1052	0.3319557369
1053	0.3318689321
1054	0.3318489781
1055	0.3318128011
1056	0.331792179
1057	0.3317668548
1058	0.3317321873
1059	0.3317081058
1060	0.3316758169
1061	0.3315538306
1062	0.331513471
1063	0.3315014483
1064	0.3314470174
1065	0.331418803
1066	0.3313673068
1067	0.3313339907
1068	0.331312762
1069	0.3312956108
1070	0.3312592371
1071	0.3312124402
1072	0.3311952689
1073	0.3311696443
1074	0.331128531
1075	0.3311148539
1076	0.3310982325
1077	0.3310810697
1078	0.3310623288
1079	0.3310370405
1080	0.3310188989
1081	0.3309686903
1082	0.3309334665
1083	0.3308661042
1084	0.330804482
1085	0.3307963133
1086	0.3307776652
1087	0.3307695769
1088	0.3307614718
1089	0.3306348889
1090	0.3306301698
1091	0.3305815794
1092	0.3305549658
1093	0.3305087553
1094	0.3304180163
1095	0.3303303473
1096	0.3303028197
1097	0.3302438479
1098	0.3301413252
1099	0.3301217362
1100	0.3300752107
1101	0.3299663998
1102	0.3299000493
1103	0.3297860295
1104	0.3296603156
1105	0.3295740178
1106	0.3295297028
1107	0.32948951
1108	0.3293910524
1109	0.3292793407
1110	0.329238597
1111	0.3291634275
1112	0.3291479628
1113	0.3291166923
1114	0.3290911777
1115	0.3290211715
1116	0.3288718913
1117	0.328786301
1118	0.3287021571
1119	0.3286479239
1120	0.3285851676
1121	0.3285542017
1122	0.3285011446
1123	0.3284489933
1124	0.3284241287
1125	0.3282945487
1126	0.3282598304
1127	0.3281485896
1128	0.3281297069
1129	0.3280899915
1130	0.3280189238
1131	0.3280051562
1132	0.3279251153
1133	0.3278547469
1134	0.3277963279
1135	0.3277391311
1136	0.3277178304
1137	0.3276254683
1138	0.3275875782
1139	0.327527671
1140	0.3274646792
1141	0.3274313015
1142	0.3274070441
1143	0.3273795673
1144	0.3272477962
1145	0.3272175305
1146	0.327207043
1147	0.3271468748
1148	0.3270445149
1149	0.3270157116
1150	0.3269949098
1151	0.326926809
1152	0.3268703119
1153	0.3268614994
1154	0.3268050698
1155	0.3267909574
1156	0.326741893
1157	0.3267258589
1158	0.3266554633
1159	0.3266251177
1160	0.3265657613
1161	0.3265269183
1162	0.3265044158
1163	0.3264653034
1164	0.3264373639
1165	0.3263561796
1166	0.3262515885
1167	0.3262129872
1168	0.3261777109
1169	0.3261392656
1170	0.3260497971
1171	0.3260317761
1172	0.3259868877
1173	0.3259579696
1174	0.3259189125
1175	0.3258928398
1176	0.3258304738
1177	0.3257258793
1178	0.3256837042
1179	0.3256486918
1180	0.3255841617
1181	0.3255111247
1182	0.3254967652
1183	0.3253870413
1184	0.3253633387
1185	0.3253353313
1186	0.3251781036
1187	0.3251536873
1188	0.3251397088
1189	0.3250885126
1190	0.3250651018
1191	0.3250419915
1192	0.3249864611
1193	0.3248950971
1194	0.3248303308
1195	0.3247739493
1196	0.3247151974
1197	0.3246578791
1198	0.3246151325
1199	0.3245703351
1200	0.3245494036
1201	0.3245064093
1202	0.3244914985
1203	0.3244108891
1204	0.3243772949
1205	0.3243293668
1206	0.3242878819
1207	0.3242564027
1208	0.3242129522
1209	0.324176998
1210	0.3241458945
1211	0.3241058699
1212	0.3240816505
1213	0.3240375947
1214	0.3239429759
1215	0.3238636024
1216	0.3238151276
1217	0.3237466021
1218	0.3236586865
1219	0.3236184326
1220	0.3235737692
1221	0.3235227284
1222	0.323465427
1223	0.3234182983
1224	0.3233774421
1225	0.3233642873
1226	0.3232584402
1227	0.3232305692
1228	0.3231934847
1229	0.323152334
1230	0.3230874841
1231	0.3230465344
1232	0.3229842559
1233	0.3229524305
1234	0.3229224925
1235	0.3228422001
1236	0.3228149335
1237	0.3227620839
1238	0.3227292575
1239	0.3227141864
1240	0.3226350268
1241	0.3225536657
1242	0.3225087291
1243	0.322482867
1244	0.3224567997
1245	0.3224014689
1246	0.3223612027
1247	0.3223447976
1248	0.3223114759
1249	0.322286288
1250	0.3222447052
1251	0.3221851054
1252	0.3221370617
1253	0.322114757
1254	0.3220842651
1255	0.3219679844
1256	0.3219221525
1257	0.3218748778
1258	0.3218264246
1259	0.321793887
1260	0.3217722226
1261	0.3217213591
1262	0.3217127497
1263	0.3216467286
1264	0.321566297
1265	0.3214108945
1266	0.3213833971
1267	0.3213632876
1268	0.3213452014
1269	0.3213217809
1270	0.3212529475
1271	0.3212248863
1272	0.3211919854
1273	0.3211448586
1274	0.3210812804
1275	0.3210360781
1276	0.3210004884
1277	0.3208891898
1278	0.3208403796
1279	0.3207881286
1280	0.3207543615
1281	0.3207076205
1282	0.3206781994
1283	0.32065342
1284	0.3206246224
1285	0.3206166856
1286	0.3205910319
1287	0.3205364628
1288	0.3204905919
1289	0.3204485796
1290	0.3203610672
1291	0.3203315057
1292	0.3202655463
1293	0.3202235912
1294	0.3201950863
1295	0.320096867
1296	0.3200646332
1297	0.3200464299
1298	0.3200357425
1299	0.320026932
1300	0.3199942007
1301	0.3199619902
1302	0.3199217528
1303	0.3199077027
1304	0.3198676475
1305	0.3198433975
1306	0.319833161
1307	0.3197993468
1308	0.3197769705
1309	0.3197653822
1310	0.3197320131
1311	0.3197081445
1312	0.3196579931
1313	0.3196479781
1314	0.3196170078
1315	0.3195996203
1316	0.3195427252
1317	0.3195067319
1318	0.3194495324
1319	0.3194276248
1320	0.3193612598
1321	0.319341647
1322	0.3193175474
1323	0.3192829336
1324	0.3192545499
1325	0.319218239
1326	0.3191997569
1327	0.3191498731
1328	0.3191257245
1329	0.3190960294
1330	0.3190070213
1331	0.3189967146
1332	0.3189221223
1333	0.3188804161
1334	0.3188506116
1335	0.3188034084
1336	0.3187892403
1337	0.3187770472
1338	0.3187722675
1339	0.3186835004
1340	0.3186483522
1341	0.3186327203
1342	0.318558056
1343	0.3184707707
1344	0.3183535665
1345	0.3183324221
1346	0.3183031193
1347	0.318284248
1348	0.3181860445
1349	0.3181256791
1350	0.3181173518
1351	0.3180859803
1352	0.3180461773
1353	0.3180302338
1354	0.3180146519
1355	0.3179614406
1356	0.3179186341
1357	0.3178917678
1358	0.3178675039
1359	0.3178532059
1360	0.3177968816
1361	0.3177302313
1362	0.3177079255
1363	0.3176914476
1364	0.3176439925
1365	0.3176360369
1366	0.3176036745
1367	0.3175643814
1368	0.3175468174
1369	0.3174559322
1370	0.3174370547
1371	0.3173994566
1372	0.3173299547
1373	0.3173042149
1374	0.3172625632
1375	0.3172053767
1376	0.317193632
1377	0.3171852827
1378	0.3171643152
1379	0.3171198277
1380	0.3170498134
1381	0.3170428925
1382	0.3170103603
1383	0.3169802628
1384	0.3169602353
1385	0.316906321
1386	0.3168878942
1387	0.3168712636
1388	0.3168031278
1389	0.3167377665
1390	0.3166917752
1391	0.3166785878
1392	0.3166175294
1393	0.3165830236
1394	0.3165569052
1395	0.3165292614
1396	0.3165105383
1397	0.3164406355
1398	0.3164134825
1399	0.3163829625
1400	0.3163699038
1401	0.3163317234
1402	0.3162569136
1403	0.3162471707
1404	0.316235653
1405	0.316217273
1406	0.3161763832
1407	0.3161543789
1408	0.3161368116
1409	0.3161151701
1410	0.3161006981
1411	0.3160691542
1412	0.3160371916
1413	0.3160122696
1414	0.3159891922
1415	0.3159408648
1416	0.3159222388
1417	0.3158925466
1418	0.3158075121
1419	0.3157764322
1420	0.3157209997
1421	0.3156106363
1422	0.3155594748
1423	0.3155095063
1424	0.3154904467
1425	0.3154580949
1426	0.3154160013
1427	0.3153802704
1428	0.3153499076
1429	0.3153041036
1430	0.3152930361
1431	0.3152573385
1432	0.3152514248
1433	0.3152173358
1434	0.3152038043
1435	0.3151854267
1436	0.3151239854
1437	0.3150992945
1438	0.315058283
1439	0.3149920329
1440	0.3149240725
1441	0.3149114312
1442	0.3148922137
1443	0.3148600343
1444	0.3148480427
1445	0.3148325008
1446	0.314765762
1447	0.3147479503
1448	0.3146879435
1449	0.3146533241
1450	0.3146088036
1451	0.3145751411
1452	0.3145565425
1453	0.3145443404
1454	0.3144488086
1455	0.3144222899
1456	0.3143956729
1457	0.3143452889
1458	0.3143048167
1459	0.3142819147
1460	0.3142659224
1461	0.3142365368
1462	0.3142141573
1463	0.3141847125
1464	0.3141568976
1465	0.314096047
1466	0.3140807193
1467	0.3140576459
1468	0.3140103765
1469	0.3140065484
1470	0.3139493094
1471	0.313919313
1472	0.3138897432
1473	0.3138575718
1474	0.3138259668
1475	0.3137222966
1476	0.3136778236
1477	0.313639918
1478	0.3135803975
1479	0.3135562995
1480	0.3135290943
1481	0.3135247042
1482	0.313508485
1483	0.3134855264
1484	0.3134600777
1485	0.3134174484
1486	0.3133402102
1487	0.3133257408
1488	0.3133098746
1489	0.3132904867
1490	0.3132785907
1491	0.3132454994
1492	0.3132101105
1493	0.3131938902
1494	0.3131206605
1495	0.3131079419
1496	0.3130855016
1497	0.3130694828
1498	0.3130428398
1499	0.3130312251
1500	0.3129923383
1501	0.3129179704
1502	0.3129106867
1503	0.3129052834
1504	0.3128792491
1505	0.3128693087
1506	0.3127980061
1507	0.3127557434
1508	0.3127110361
1509	0.3126754217
1510	0.3126521004
